,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
260,7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,"Although the wine has some richness and yellow fruits, the crisp acidity and lemon zest dominate. Fragrant and very fruity, it has some extra structure to allow it to age. Drink from the end of 2014."
261,7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,4,"Peppery, slightly medicinal aromas fold in raspberry and floral scents. The palate is tight and crisp, with juicy acidity framing herbal plum and raspberry flavors. Turns toasty and then hollow on what amounts to a short finish."
262,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,"True to the Sauvignon Blanc variety, this lively white wine opens with defined aromas of citrus, kiwi and tangy tomato leaf. The wine's natural intensity spans both the nose and the mouthfeel where fresh acidity and finesse help revive your palate sip after sip."
263,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,"This 20-acre estate has produced a firm but already attractively ripe wine. It is still young and juicy, with black currant flavors dominating. The tannins are solid and need a while to soften. Drink from 2016."
264,12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,"88-90. Barrel sample. There is some warmth here, with the tannins providing a firm base for the crisp fruit. This wine shows some richness as well as intense acidity."
265,11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,"There's a soapy, floral note of red rose or dried lavender at the start but as the wine takes on more oxygen in the glass, it shows red cherry, blackberry and exotic spice as well. Soft, plush tannins and chewy sweetness characterize the finish."
266,8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,4,"Excellent in large part for being quite different from other Shirazes: This one offers an overarching exotic quality, which manifests itself as spice on the palate, and as pipe tobacco, fireplace and black licorice on the nose. Smooth tannins in the middle, with a little toast and black pepper toward the back end. Imported by Freixenet USA."
267,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,"Red-berry aromas and flavors have a tinge of stewiness to them, but the wine's smooth tannins and pencil-eraser aromas more than make up for it. A little more straightforward than St. Henri usually is, but it's still very tasty."
268,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,"Ripe and buttery, this reserve Chard from winemaker Eric Fry could hardly be more different from his White Label bottling. Superripe pineapple fruit is marked by plenty of oak-imparted spice. Lush and ready to drink."
269,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"A rich, intense wine, a definite step up from the standard Periquita, smooth and packed with sweet, ripe red fruits, the juiciness of the Castelão grape tamed by the wood polish."
270,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,"A blend of Napa Valley, Lake County and Lodi, this is a somewhat rustic wine, with a minty green, briary edge to the cherry fruit. It's astringently tannic, but appeals for its dry balance."
271,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"Clean but weightless, with little substance or stuffing to it. This is a cool-climate, Patagonian Chard from young vines, hence it is reticent and watery. The winery's pricier Patagonian Select is a better option."
272,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,"This is a beautiful Cabernet that shows the gentle tannins and herbaceous edge of Rutherford Cabernets, but doesn't stint on richness. It's dry, smooth and appealing in black and red cherry, red currant, licorice, bacon and sandalwood flavors, and is complex enough to age for a decade."
273,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,"Rich and opulent, in the California coastal style. The grapes come from some respected Carneros vineyards, including Hyde and Stanly Ranch, and the pedigree shows in the balance of ripeness and acidity. With pineapple, mango, green apple, crème brûlée and buttered toast flavors, it's just delicious. Great with Dungeness crab and sourdough bread and butter."
274,7.5,0.65,0.18,7.0,0.08800000000000001,27.0,94.0,0.99915,3.38,0.77,9.4,5,"This has aromas of black cherry and spice. The palate shows ripe blackberry and spice flavors, along with evolved tannins. This has instant appeal, so drink soon."
275,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,"A fine Pinot from this veteran producer. They haven't lost their deft touch despite changes in ownership. The wine is classic Russian River, showing full-throttle berry-cherry fruit, balanced with good acidity, while maintaining a delicate mouthfeel. It's complex enough to warrant repeated sipping."
276,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,"With its few years' aging, the wine exhibits a Chenin Blanc nutty quality backed by the greater weight of Chardonnay. Full-bodied, ready to drink. Screwcap."
277,11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,6,"Creamy and nutty, this wine offers ample herbaceous qualities around muted melon and citrus, finishing with ample lift and refreshment."
278,10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,"A pretty, floral nose introduces this nicely made Dolcetto from southern Oregon. Raspberries abound, with a subtext of light, clean earth. Tannins are modest, the acids natural and subdued."
279,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,"The Argentine Malbec phenomenon seems to be why Stonehedge decided to make one, and it's pretty darned good. Dry, full-bodied and appealing, it offers a burst of licorice, cherry, cola and chocolate macaroon flavors, in a soft, gentle texture."
280,11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,"Black and dense in yeasty baked bread and olive, this is a Cabernet-heavy wine with small amounts of Merlot and Petit Verdot. Black licorice, plum and tobacco play against each other within the thick, concentrated texture, tied up nicely by a long, tobacco-stained finish."
281,7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,"Gently ripe red fruits envelop the firmer tannins with this velvet-textured wine. There is generosity, an open feel to it, emphasized by the ripe berry fruits and delicious final acidity."
282,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,"Floral and fruity notes are direct and linear. This is an easy, well-made Grigio with perky freshness and good length. There's nothing not to like about it. Imported by Banville & Jones Wine Merchants."
283,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,"Packaged in a special 170th anniversary bottle, this Marsala opens with a dark amber color, adds luscious depth and finishes long. It delivers flavors of candied fruit, marron glacé, brown sugar and dark vanilla bean."
284,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,"Here's a wine that faithfully reflects the personality of its origin: Prune, black fruit, plump cherry, leather, coffee, Mediterranean herb  and exotic spice are all components of an intense and intriguing nose. In the mouth, this wine offers sweet berry flavors, spice and dusty tannins."
285,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,"A blend of 90% Sangiovese and 10% Canaiolo, this forward wine opens with aromas that recall scorched earth, blue flowers and baked plum. The evolved, rather rustic palate offers black cherry, cured meat and game alongside fleeting tannins."
286,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,"Vintage seems to have made all the difference in this 100% Cabernet. The 2005 was rich and fat, the 2006 less so. You'll find plenty of acidity framing the juicy blackberry and black currant flavors. It seems to be very finely layered, so your best bet is to cellar it for 6–8 years and see what happens."
287,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,"Opens with a blast of hot, basic red fruit that's fiery and a little pickled. The palate is lean and acidic but doesn't burn, while the cherry and red plum flavors are elementary. Inoffensive, highly regular red wine."
288,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,"A blanc de blancs, vinified in wood (15% new). It is rich, creamy, and still young with citrus and tropical fruits vying for dominance at this early stage. Wait for this wine to develop over the next five years—it will be magnificent."
289,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,"Brisk acidity, like a squeeze of lime juice, highlights the intense cherry, cola and spicy oak notes in this single-vineyard Pinot Noir. Widely likeable yet complex, it's a beautiful steak wine now, and should evolve positively for at least six years."
290,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,"A tight, firmly tannic wine. It does show pleasing berry fruits, and it has freshness, but the acidity is very apparent, and courses through the fruit and tannins. The finish is tart black currant. Screwcap."
291,11.0,0.2,0.48,2.0,0.34299999999999997,6.0,18.0,0.9979,3.3,0.71,10.5,5,"Soft and dull, with cherry, mint and spice flavors."
292,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,"A wine that smells so fruity, and with a soft, open texture, needs to be drunk young. This wine is all red berries coupled with acidity and some smoky tannins. It's a great idea to chill it slightly."
293,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,Rosso di Montepulciano (in this case Sangiovese is blended with 20% Merlot and aged in oak barrique) is a great wine to serve with pasta or easy meat dishes. The wine's natural acidity cuts through the fat in those dishes and leaves loads of wild berry on the fade.
294,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,"Dry and tart, with strong gooseberry flavors that may be too strong for some people. The feline spray taste is fortunately enriched with limes and pears. Drink now."
295,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,"Finesse is a wine created to exhibit elegance, showing restrained fruits, poised tannins and plenty of the trademark 2004 fresh acidity."
296,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,"So good, so rich, so stunning, it's just a joy to drink even now in its youth. Defines the Heidi Barrett style of big, ripe, exuberant fruit and a classic structure, enhanced in this case by the firm tannins and fine acids of Atlas Peak. Explosive in blackberry and cherry pie filling and cassis flavors, with a distinct mineral tang that must come from the volcanic soils. Contains 2% Petit Verdot. Superbly enjoyable, but as a brand new wine, its future is only a guess. Drink now–2014?"
297,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,"Based on Cabernet Sauvignon, this Bordeaux-style blend is very rich in chocolate, blackberry and cherry fruit. New French oak adds notes of sweet toast and vanilla. That famous Napa structure of tannins and acids lends elegance to the ripeness. Drink now–2017."
298,7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,"Jammy, concentrated aromas of boysenberry, violet petal and oak spice are about as rich and lusty as Rioja gets. This wine from a warm vintage is lush and lusty but less structured than other vintages. Jammy blackberry and blueberry flavors end in a jammy fashion. Drink through 2020."
299,6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,"Only 25 cases were produced, but this lovely Pinot Noir is worth the search. Very rich and soft and appealing, with pure flavors of black cherry tart, raspberry purée, cola, dusty Indian spices and smoky sandalwood, wrapped into finely ground tannins, and balanced with acidity. Just beautiful to drink now and for the next 3–4 years."
300,7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,"Aromas of mango and candied-orange rind lend a heady tropical feel to this concentrated TBA full of peach and marmalade flavors. Unctuous with sweet nectar, yet exquisitely dainty on the palate, it quivers with tangerine acidity and a finish that's laced with saffron and honey."
301,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,"Enticing flavors of juicy ripe pear with creamy, yeasty elements play about nose and palate. A yeasty mouthfeel also characterizes the rounded midpalate."
302,8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,"Hints of spring ramps and earth blow off with aeration to reveal pretty floral and lemon aromas on this off-dry, single-vineyard Pinot Blanc. The palate is a bit demure in fruit concentration, but brisk lemon-lime acidity shines through the richly textured palate."
303,7.4,0.67,0.12,1.6,0.18600000000000003,5.0,21.0,0.996,3.39,0.54,9.5,5,"90-92 Barrel sample. This is effectively no longer the second wine of Ducru-Beaucaillou, since it comes from its own vineyards. It is a dense, sculpted wine, formed around a core of chewy tannins. Currently impenetrable and black."
304,8.4,0.65,0.6,2.1,0.11199999999999999,12.0,90.0,0.9973,3.2,0.52,9.2,5,"Opens with fiery cherry-berry aromas and then some mossy dankness. The palate is tight and snappy, with basic berry flavors and then a blast of burnt toast and herbal notes. Incongruent in its mix of acid-based feel and flavors along with herbal, heavier characteristics."
305,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,"Made in a very ripe, extracted style, this eccentric wine has flavors of apricots, or more precisely, apricot marmalade on buttered toast, because it's also oaky. It's dry and crisp in acids. A bit unusual, but in its own way, a good wine."
306,7.6,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,5,"Shows plenty of coastal Cabernet character at a fair price. Sure, it's a bit rough, but the cherry-berry flavors, smooth tannins and kiss of oak will nicely accompany foods calling for a dry, full-bodied red wine."
307,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,"Like its big brother Alabaster, this is a superb Tinta de Toro that's powerfully built but also stylish. Aromas of cassis and blackberry are dark, malty and chocolaty. Flavors of burnt toast, dark chocolate, black peppercorn and blackberry end with a tannic yet balanced swirl of licorice and minerally complexity. Drink from 2017–2030."
308,10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,"Delicate aromas of white cherry and strawberry lead the nose and carry through onto the palate with a bit more intensity. There's texture to the mouthfeel, with flavors of red cherry and plum skin that stay through the medium-length finish."
309,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,"The blend works well enough, although the thinness of the fruit, evident throughout the portfolio, is also seen here. There's lots of color in these red wines, but no flesh."
310,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,A wine that is strangely hollow with structure and juicy fruit around a hole in the center. Spice and red berry flavors are contrasted with dry tannins that may not soften.
311,7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,9.4,6,"Layers of rich white peach and pink grapefruit sweeten this delightfully piercing spätlase. It's dainty in mouthfeel, but sumptuously ripe, balanced by a bracing strike of acidity."
312,9.0,0.46,0.31,2.8,0.09300000000000001,19.0,98.0,0.99815,3.32,0.63,9.5,6,"Soft and easy to drink with mild aromas of red plum skin, wet ash and a touch of sweet spice on the end. Short but accessible and to the point. Drink now."
313,8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,"Made from 100% Merlot grapes, this boasts ripe red berry, cassis, espresso, vanilla and chopped mint aromas. The densely concentrated palate doles out ripe cassis, licorice, tobacco and sage flavors, blanketed in velvety tannins. Drink through 2022."
314,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,"Dry and tart, this young Pinot is marked by the oak, which was 50% new. It's hard to get beyond the caramelized wood, but underneath is an infusion of cherry and black raspberry jam. On the plus side is relatively low alcohol and vibrant crispness. Might develop, but it's hard to tell."
315,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,"Cheerful but basic raspberry aromas and flavors is what this young Rioja is about. It feels a little bulky at first, and then acids swell up to cut it short. Almost snappy in the late innings."
316,9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,"Exotic fruit, banana and yellow rose are embellished by toasted almond, vanilla, maple syrup and herbal tones. But the wine is too watery and light-weight in the mouth to score higher."
317,9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,"This is firm, rich and closed, with the fruit showing potential richness under the tight exterior. Packed with notes of wood, spice and a taut texture, this is a wine to enjoy several years down the road. Age for at least five years."
318,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,"Here's a Kosher, sweet white wine from Puglia that opens with playful aromas of spring flower, honeysuckle, almond blossom and lemon mousse. The wine feels and tastes similar to Moscato d'Asti, but is a hair sweeter."
319,9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,"From a parcel that used to belong to the Hospices in Chablis until purchased by the Moreau family. It is a beautifully fashioned wine, its steely character rounded out with delicious ripe fruits, green apples, pear skin and kiwi fruit. Impressive and for aging."
320,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,"Soft, smooth and fruity, this polished wine is full of red berry fruits and a touch of licorice. The juicy, ripe, immediately attractive aftertaste comes from the local Castelão grapes in the blend. Drink now."
321,9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,"This soft wine has red berry fruits and gentle tannins. It is dry, the fruitiness conveying a fresh character, a tang of acidity and black currant intensity. It is ready to drink, although it will be better from 2016."
322,7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,"Light and modest in aromas, although scents of citrus blossom and nectarine manage to work their way to the top of the bouquet. The palate is smooth and creamy, with flavors of red plum, melon and chocolate. A good wine that won't make you go crazy looking for complexities and depth."
323,10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.9990000000000001,3.28,0.7,9.5,6,"Lovely aged nuances emerge from the nose of this elegant Cabernet and recall tomato leaf, chopped herbs, tar, resin, licorice, forest floor and earthy-mineral notes. The wine maintains a chewy, firm structure with dusty tannins and pretty menthol notes on the finish."
324,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,"Il Poggiale Riserva opens with bold tones of blackberry pie, plum, currant, leather, rum cake and dried rosemary. There's a ripe, almost jammy, quality to the fruit, and the palate feels dense and richly textured."
325,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,"This opulent Amarone goes over the top with high alcohol and incredibly intense aromas of cherry liqueur, white mushroom, exotic spice and A1 steak sauce. Wood flavors of vanilla and toast sit heavy on the palate."
326,11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7,"You should give this some time in the cellar, because right now, it's all about juicy primary raspberry and cherry fruit and sweet, smoky oak. Nothing's come together. We know that Pinot Noirs from these southerly, north-facing slopes of the valley yield wines of longevity, and this well-made, tart one, from such a well-regarded vineyard, should reward after 4–6 years."
327,10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,"This is an engaging mouthful of cherry-berry fruit soaked in toasty accents of mocha and caramel. Luscious and long, with a smooth, supple mouthfeel, it's hard to keep your hands off it."
328,13.4,0.27,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6,"With over 80 apples used to produce each bottle, there's no question as to what the dominating fruit character is here. Aromas of apple skins, clove and ginger on the nose transition to flavors of candied apple, white grape and honeyed apricot in the sticky, viscous mouth. Long and lingering on the finish; a dessert wine sure to please those with a sweet tooth."
329,10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,"A barrel selection, the Suzanne's Reserve is more concentrated than its less expensive sibling (the Cali's Cuvée) but does not have as interesting a flavor set. Here you'll find the tangy cherry fruit is accompanied by sharp acids and chewy tannins. Although it is a 2004 the wine still seems wrapped up and refuses to let go. Give it plenty of air before drinking."
330,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,"Heavy and green, with nutty, leathery aromas. Rather candied and less than fresh in the mouth, with a weedy underbelly on the palate. Finishes herbal, minty and burnt, but with a lot of size and power."
331,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,"This has been 10% barrel fermented and aged for about two months. There's a hint of barrel toast but it's very light; the varietal character is nicely displayed. Crisp acidity and a strong citrus mix of orange blossom and lemon rind flavors define the midpalate, leading into pineapple and grapefruit as it winds through the finish. Nice bottle!"
332,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,"Made in the slightly sweet German style, this Riesling shows crisp, high acidity that gives the sugary peach, pineapple, green apple and honeysuckle flavors a simple balance and harmony."
333,8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,"Light and aromatic, this delicate and poised wine seduces with lush aromas of cherries and baking spices. It has the elegance that only fine Pinot Noir can express. Here the subtleties have been coaxed into rich expression, with details of spice and incense and chocolate truffles adding to the lingering finish."
334,7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,"This is a good, oaky Chardonnay for those who like their Chards bright in acidity and fruit. The flavors veer toward ripe pears, buttered toast and sweet herbs, but have an earthy undercurrent."
335,11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,7,"Cherry and sautéed morels provide an intriguing introduction to this deeply hued wine, but there are also hints of something funkier, like wet newspaper. On the palate, the pleasing black cherry returns, as does anise, some bitter elements and chewy tannins."
336,8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,6,"This field blend of aromatic white varieties intoxicates with its exotic haze of cinnamon, orange peel and turmeric spices. It's lusciously phenolic in mouthfeel, with a deep, penetrating core of dried peach and pear flavors that lingers on and on and on."
337,7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,"Reedy, berry aromas come with a shot of eucalyptus, which is very Chilean. A tight, tannic, dry palate is exact and intense. Flavors of leafy and slightly herbal black fruits are matched by licorice and coffee notes, while the finish is long, dry, snappy and loaded with earthy spice notes and hints of olive and mint. Drink through 2019."
338,12.4,0.49,0.58,3.0,0.10300000000000001,28.0,99.0,1.0008,3.16,1.0,11.5,6,"Tropically fruity and plump, with some banana and custard aromas and flavors--also some tapioca and vanilla. Finishes with a refreshing citrus edge."
339,12.5,0.28,0.54,2.3,0.08199999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,7,"It's hard to imagine a Cabernet Sauvignon-based wine richer or more decadently appealing than this. It dazzles with blackberry jam, black cherry pie, milk chocolate and anise flavors that are framed in soft, smooth, dynamic tannins. It defines the modern cult style."
340,12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6,"Ripe, sweet-fruited wine, its red berry fruits and opulent tannins giving a rounded feel. There is, as well, a good structure composed of acidity, licorice and wood. It needs 2–3 years still to really develop all its depth of flavor."
341,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6,"They say the vines are 100 years old, and the blend is one of those old-fashioned ones of various red grapes, including Mataro, Zinfandel, Carignane and Petite Sirah. The wine is rustic and soft, with extracted blackberry, cherry and raspberry jam flavors."
342,10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,"Mild mannered Sauvignon Blanc, balanced and long, with jicama and herbal, leafy notes alongside melon and fig flavors. Nicely done."
343,10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,6,"This luminous sparkler is slightly closed in terms of its aromatic offering although you will detect delicate tones of citrus and stone fruit. It offers lean freshness and a crisp, clean close."
344,11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6,"This is a beautiful, full rosé that is rich and shows a fine balance between acidity and fruitiness. This bottling is also mature with toastiness coming through, giving a softer, rounder character. There is weight, and great acidity on the finish."
345,7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,"A burnished gold, tilting toward mahogany, this decadently thrilling ice wine is sex in a glass. Immense concentration, with layers of sugar that run from molasses to honey to brown sugar to maple syrup. It's supported with enough acidity to keep it focused, and the flavors wrap into a finish that is a combination of every crème brûlée you've ever enjoyed."
346,6.6,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,0.9955,3.58,0.89,12.3,7,"If you're a fan of Chilean Cabs, you'll like this one. It's got some real finesse and depth, with black-currant and oak notes throughout. It's actually plush and opulent, although in a low-key way. Yes, it's light, but the long, rich finish points to good grape sourcing, plus, of course, a fantastic vintage. This is a great value. Best Buy."
347,13.8,0.49,0.67,3.0,0.09300000000000001,6.0,15.0,0.9986,3.02,0.93,12.0,6,"Out of Syncline's lineup of pure, varietal white Rhône-style wines, the Marsanne may be the most complete. It deals melon and Mandarin orange flavors, which are set amidst light, floral notes and supporting acids. Round and balanced, this is drinking quite well now, and it can be kept for another 2–3 years."
348,9.6,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,10.0,6,"For a large-production wine (47,000 cases made), this is nice and easy to drink. Tropical fruit aromas are lightly citric. In the mouth, this is fresh and easy, with nectarine and tangerine flavors. Freshness and simplicity are this wine's calling card."
349,9.1,0.785,0.0,2.6,0.09300000000000001,11.0,28.0,0.9994,3.36,0.86,9.4,6,"This is a gorgeous Sauvignon Blanc with notes of sweet pea, honeydew, gooseberry and lemon rind citrus. Medium weight with assertive acidity and a vibrant, mouth-watering finish. Try with lemon roasted chicken or grilled swordfish."
350,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6,"Ultra-rich and decadent, Morgan's 08 Double L shows its signature tropical fruit, apricot and mineral flavors, accented with the smoky vanilla, buttered toast and caramel from toasted oak, and brightened with acidity. Although it's dry, it's oozing in glycerine and honey. Will not age, so drink up."
351,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,"One of the first things you notice here is the sweetness and fullness of the fruit. Generous aromas of vanilla and milk chocolate fill in the background and further enhance the obvious richness and concentration of this Riserva. In the mouth, this wine is rich, supple and smooth."
352,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,"This Chard is soft and sweet, very ripe in jammy white and yellow fruit flavors, and has a smoky-oak coating. It's made in a style meant to appeal to consumers."
353,13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,5,"Good varietal flavors of citrus fruits, wildflowers, gooseberries and vanilla in this wine, along with crisp acidity. On the downside is too much sugary sweetness, which makes it cloying."
354,6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,"Outstanding and opulent, this shows classic Napa Valley concentration and flair. It's based on Petit Verdot, Merlot and Cabernet Franc, with no Cabernet Sauvignon. Softly tannic and dry, it has rich flavors of cherries and blueberries, red currants, mocha and sandalwood. Superb now and over the next 2–3 years."
355,6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,"Dry in style, freshly crisp with apple skin and lemon flavors. The wine has a touch of almonds to balance the intense fruity acidity. A bright apéritif wine."
356,11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5,"Rich with aromas and flavors of blonde butterscotch, tropical fruit, white flower and honeyed nut, this wine feels slightly flat on entrance, with a pudgy texture. The acids ultimately surface on the finish."
357,10.5,0.42,0.66,2.95,0.11599999999999999,12.0,29.0,0.997,3.24,0.75,11.7,7,"Here's a pale pink sparkler that would serve beautifully at weddings and special outdoor occasions. The wine is delicate and tonic, with pretty aromas of small berries and yeasty bread. It is firm, refreshing and extremely elegant on the close."
358,11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7,"A simple, sweet wine, with fruit juice flavors of pineapple, peaches, apples and honey."
359,12.6,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,1.001,3.17,0.68,9.8,6,"This affordable Pinot Gris seems to have a little residual sugar; the flavors are rounded out with a hint of sweetness, much like a California Chardonnay. The spicy pear fruit is full-bodied and varietally correct. Not a complex wine, but fine for everyday enjoyment."
