,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
683,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5,"Inky dark-fruit aromas are blanketed by oaky scents that settle on caramel and vanilla. This four-grape blend of Bordeaux varieties is both creamy and acidic, with herbal notes along with spice, wild berry and leafy flavors. Snappy, crisp acidity hangs around on the finish, creating a racy sensation. Drink through 2018."
684,8.1,0.46,0.31,1.7,0.052000000000000005,50.0,183.0,0.9923,3.03,0.42,11.2,5,"This much-sought-after, estate-grown Viognier is in short supply in 2011, but it's exemplary for its structure and class. Flavors of lime skin and grapefruit, wet stone and citrus abound. The cool vintage led to low yields—under two tons per acre. All neutral oak was used."
685,6.2,0.36,0.26,13.2,0.051,54.0,201.0,0.9976,3.25,0.46,9.0,5,"This is rich and concentrated, spice as well as pear and melon flavors. It is complex, with almond and nutmeg notes, balanced by the taut acidity that completes a full, ripe wine."
686,6.8,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,7,"Pierres Blanches (white stones) constitute the soil of this parcel. That gives a strongly textured, mineral character, as well as allowing room for the ripe apple and citrus flavors. The wine is rich, rounded and will age. Drink from 2016."
687,6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,4,"Savory oak, tobacco, vanilla and blackberry aromas create a nice opening. This feels tight and structured, with firm tannins. Flavors of savory oak, turned earth, blackberry and cassis end with smoky echoes of barrel spice and resin. Drink through 2022."
688,7.2,0.28,0.3,10.7,0.044000000000000004,61.0,222.0,0.9972,3.14,0.5,9.1,6,"Gorgeous on the nose with aromas of honeyed apples and dried figs, this off-dry Riesling is surprising light on its feet with a dainty palate of sweet pea blossoms and white peach nectar. Bright lemon-lime acidity shines through to a pleasant bergamot finish."
689,6.7,0.17,0.37,2.0,0.039,34.0,125.0,0.9922,3.26,0.6,10.8,7,"Strong blackberry aromas come with hints of wood smoke, graphite and minerality. On the palate, it is high in acidity and a touch scouring, but also fresh and lively. Common blackberry and toasty oak flavors end fresh and crisp, but short."
690,6.9,0.2,0.34,1.9,0.043,25.0,136.0,0.9935,3.31,0.6,10.1,4,"Pours atypically dark for a Pinot Noir, and the color is reflected in the mouth, where the wine turns as heavy and full-bodied as Grenache. It's a good wine, hearty and flavorful in berries and cola, but lacks Pinot Noir's signature delicacy."
691,6.1,0.36,0.16,6.4,0.037000000000000005,36.0,198.0,0.9944,3.17,0.62,9.9,6,"Eric Dunham's Lewis vineyard Syrah belongs near the top of anyone's list of the best in the country. The brilliant nose opens with bright, inviting raspberry, blueberry and boysenberry scents and flavors. The wine is forward, intense and nuanced. Immediately, brilliantly appealing, it has the power and balance to age for up to a decade."
692,6.0,0.36,0.16,6.3,0.036000000000000004,36.0,191.0,0.9942,3.17,0.62,9.8,5,"Saturated with color and ripe fruit flavors, this almost-thick wine is medium bodied, mouthcoating and bursting with black cherry and prune flavors. It is dry, moderately tannic in texture and well balanced despite its richness."
693,5.9,0.37,0.14,6.3,0.036000000000000004,34.0,185.0,0.9944,3.17,0.63,9.8,5,"Starts out with stalky, corny aromas that are typical of sweet Cavas. It feels candied and almost cloying, but adequate acidity comes to the rescue. Flavors of melon, mango and kiwi are sweet, while the finish suggests corn cakes and tropical fruits."
694,7.6,0.29,0.58,17.5,0.040999999999999995,51.0,225.0,0.9997,3.16,0.66,9.5,6,"For whatever reason, this wine consistently fails to impress. Once again, it's vegetal and pickled, with forced flavors of candy and too much residual sugar. Forget it if you only drink dry rosé."
695,6.3,0.34,0.28,14.7,0.047,49.0,198.0,0.9977,3.23,0.46,9.5,5,"Bright citrus and bitter almond give this a sharp, tonic personality. Pair this easy, food-friendly wine with sushi or Thai food."
696,6.7,0.19,0.34,1.0,0.022000000000000002,22.0,94.0,0.9912,3.23,0.57,11.1,6,"From a reliable, established winery in the Sierra region, this wine was made from Syrah Barbera, Zinfandel and Petite Sirah. Smoky, peppery aromas lead to ripe spicy fruit flavors and a firm but polished mouthfeel. The wine is moderately tannic and nicely dry."
697,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,"Here's a simple, standard Chardonnay that is more neutral than anything, but at this level that's really what one should expect. The palate is a touch chunky and warm, with flavors of melon and citrus. And the finish is citric, with a little sugar and also a spot of pithy bitterness."
698,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,"Chardonnay (75%) and Grillo are blended to produce an intense wine with pungent notes of ripe fruit, pineapple, candied lemon and yellow rose. There is alcoholic heat on the close but it is softened by the general density and thickness of the wine's texture."
699,7.4,0.31,0.48,14.2,0.042,62.0,204.0,0.9983,3.06,0.59,9.4,5,"These relatively young vines deliver a juicy wine with bright berry fruit. Tart and tangy, it carries a light savory note as well. This has the acidity to improve and age through 2026."
700,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5,"Dusty mineral and herbal aromas contrast against a palate that's chock full of raspberry and cherry flavor. It's forward with fruit, but a bit strikingly acidic, spiked by a razor-like edge of cranberry and lemon."
701,5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,7,"After you've had oceans of Chardonnay and don't think there's room for a drop more, along comes a wine like this to change your mind. It's not just the peach, pear and tropical fruit, or the honeyed, vanilla-scented buttered toast, or the oriental spices, or the clean acidity, or the rich, creamy texture. It's all of these together, in a balanced package."
702,6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,4,"Full bodied and ripe to the point of softness, this wine offers plummy fruit alongside hints of leather, mocha and dried fruit. It's soft and supple on the finish, a cuddly wine for a cool autumn evening. Drink now."
703,6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,6,"This is another fine Pinot from Cambria, showing the winery's great price-quality ratio. Words like opulent and elegant come to mind to describe intense flavors of black cherries, licorice, cola, herb tea and Indian spices. It's bone dry, and also quite tannic, but you can enjoy it now with big, rich lamb and beef dishes, or a wild mushroom risotto. Otherwise, it will continue to improve for at least eight years."
704,5.6,0.25,0.26,3.6,0.037000000000000005,18.0,115.0,0.9904,3.42,0.5,12.6,6,"Tropical stone fruit and wild honey rise from the nose of this exquisite white wine, from a spot smack in the middle of the appellation. High-toned citrus lifts the acidity to refreshing, supporting levels, a mix of Meyer lemon and limestone-like stoniness. A lean, lithe underbelly underlies a heart of apple pie and baked pineapple."
705,8.6,0.27,0.46,6.1,0.032,13.0,41.0,0.993,2.89,0.34,10.9,5,"This wine features the signature, woodsy, savory aromas of Phillips Hill. It has a lighter, slightly tawny color compared with most of its peers from Anderson Valley. Flavors combine spice and fruit with meaty, mushroomy notes, giving character and personality to a delicious wine."
706,6.2,0.31,0.21,6.3,0.040999999999999995,50.0,218.0,0.9941,3.15,0.6,10.0,5,"This has typical ripasso aromas of black fruit, raisin and baking spice. The palate reveals hints of cherry and black pepper, but it doesn't have much intensity. The fruit is already fading, so drink soon."
707,7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,"Although the producer is based in Sancerre, this wine has an almost southern warmth to it. Its orange blossom aromas, rich tropical fruit flavors and balanced acidity make it ripe and ready to drink now."
708,7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6,This has iris and baking spice aromas and straightforward raspberry jam and clove flavors. Smooth tannins provide easygoing support. Enjoy soon.
709,6.2,0.47,0.21,1.0,0.044000000000000004,13.0,98.0,0.99345,3.14,0.46,9.2,5,"A peachy, fruit-forward, mouthfilling wine that brings bright Washington fruit—peaches, apples and pears—into play, along with caramel candy and underlying acid support. It falls short only in the finish, which turns slightly bitter and attenuated."
710,6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,"Warm, earthy and stewed smelling, but then sharp and tangy and acidic in the mouth. Red fruits are dominant, but there's a persistent scour to the wine that doesn't allow it to get to the next level of quality or ripeness."
711,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,"While it does have some of the typical Volnay plumpness, this is a light wine that offers sweet strawberry fruits and a strand of acidity. At the end, red currant acidity delivers an attractive fresh aftertaste. Drink from 2016."
712,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,"Savory smoked-nut notes juxtapose ripe red cherry and strawberry in this full-bodied rosé. While quite substantial in mouthfeel, it has bright citrus acidity that lends some refreshment on the finish."
713,6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,0.43,10.0,5,"A touch minty and herbal, but also there's chocolate and creamy richness to the nose. This is a big wine that's hugely flavorful. It rumbles from bold berry to smoky dryness, and along the way there are stops at chocolate, coffee and black pepper. Always one of Jumilla's better wines, assuming you like the extracted, modern style."
714,6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6,"Honeydew and mango notes lend tropical flair to apple and pear flavors in this fruit-forward, easy drinking Chardonnay. Dry and medium bodied in style, it's balanced by a stream of zesty lime acidity and a touch of saline mineral on the finish."
715,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,"This is a rich, flamboyant Chardonnay, built on a foundation of superripe pineapple, lime and golden mango fruit and elaborated with sweet, caramelized oak. Bright, zesty Edna Valley acidity balances the opulence."
716,7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,6,"A mild concentration of peach, pineapple and an underpinning of floral tones mark the nose. The medium-sweet palate shows good tension and balance, with ripe yellow apple flavors meeting brisk pineapple."
717,7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,5,"The plum, herb and spice aromas are followed by ever so slightly dried-out-seeming cherry flavors. There's enjoyment to be had, but it seems slightly more evolved than its age indicates."
718,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,"This structured firm wine is full of tannins as well as ripe fruit. It is concentrated, showing smoky wood flavors as well as plenty of red berries. The wine will develop slowly, with the rich fruits coming through to give a generous wine. Drink from 2024."
719,7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7,"In this wine, a red-black color and ripe, spicy aromas first grab the attention. Then cherry and black plum flavors spill out of the firm and dramatically tannic texture."
720,6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5,"Made for broad release, this wine impresses for its rounded, approachable layers of dried herb and anise, the tannin and oak lightly applied. Blended with 10% Merlot, it finds a jolt of richness on the finish, a showcase for notions of chocolate, cherry and blackberry."
721,6.0,0.3,0.44,1.5,0.046,15.0,182.0,0.99455,3.5,0.52,10.4,5,"An extraordinarily lush, dramatic Pinot Noir. Dense and full-bodied, it shows flashy flavors of black and red berries, currants, cola, pomegranates and dusty spices, enhanced with the most perfect application of smoky oak and wrapped into a rich, silky texture. The balance is exquisite, a tension of acidity and tannins. Beautiful now, and should develop bottle complexity for at least six years."
722,6.9,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,3.37,0.47,11.7,6,"Young and yeasty, this attractive Pinot Gris is beautifully textured and deliciously flavored. Scents of lemon verbena, a wisp of honey, and ripe fruit flavors of apple and pear combine in a fully satisfying, fruit-driven, ready-to-drink wine."
723,6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8,"The blend is 37% Marsanne, 33% Grenache Blanc, 20% Picpoul and 10% Roussanne. Among McCrea's Rhône-inspired white wines, this is the most complete and complex. The stony, textural underpinning adds a lot of depth while the fruit mixes citrus and melon with hints of just-ripe green banana and papaya. It's a juicy yet subtle wine, with aging potential over the next half decade or so."
724,7.8,0.3,0.4,1.8,0.027999999999999997,23.0,122.0,0.9914,3.14,0.39,10.9,7,"Straightforward and appealing, this wine provides aromas and flavors of pineapple, peach and pear. The concentration isn't all there but the variety is unmistakable."
725,6.4,0.39,0.21,1.2,0.040999999999999995,35.0,136.0,0.99225,3.15,0.46,10.2,5,"Smells very bright, with alluring lemon, cocoa and grass aromas. The flavors veer to citrus fruits, apricots and sweet white chocolate, and linger through the longish finish. Yet it's basically a dry wine."
726,6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,7,"Made from Howell Mountain and St. Helena fruit, this wine is rich and savory, with black currants and cassis, a tang of minerality and plenty of rich, toasted oak flavor. The finish is dry, but the tannins are quite strong. This 100% Cabernet needs serious time in the cellar; hold until 2018, and it could go for another decade."
727,7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954,2.99,0.59,9.4,5,"A dark and rich wood aged wine, packing the intense punch of Tannat while smoothing and rounding it with spicy wood, dark chocolate and sweet plums. Age for 3–4 years and more."
728,6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,5,"Pecan and brown sugar aromas float around a sharp core of citrus that's reflected on the palate via tangy, dry orange and apricot flavors. The mouthfeel smacks down hard with acidity; overall it combines heat, acid, nuttiness and tang."
729,6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,5,"This is an estate-grown wine from a vineyard planted to three clones. It has an air of forested truffle, pine and cinnamon within a stemmy and somewhat unresolved body of medium weight."
730,6.5,0.23,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,0.56,10.4,6,"Chunky rubbery aromas of black plum form the first act. This feels big and wide, with grabby tannins. Flavors of toast, burnt oak, licorice and blackberry finish woody and with scratchy tannins."
731,6.2,0.25,0.48,10.0,0.044000000000000004,78.0,240.0,0.99655,3.25,0.47,9.5,6,"Peach and melon aromas are appealing. As Godello tends to be, this is round in feel, with medium body weight. Flavors of orange and lime are bright and forward, with a hint of leesy yeast to the finish."
732,8.8,0.28,0.45,6.0,0.022000000000000002,14.0,49.0,0.9934,3.01,0.33,11.1,7,"Black-fruit and red-berry aromas come with notes of green tobacco and freshly mowed grass. The palate on this blend of Tempranillo with 15% Cabernet Sauvignon is a bit scratchy, with lightly herbal flavors of blackberry, wood grain and pepper. A drying, tannic finish features notes of tobacco and oak-driven chocolate. Drink through 2024."
733,6.6,0.25,0.3,14.4,0.052000000000000005,40.0,183.0,0.998,3.02,0.5,9.1,6,"An intriguing, eye-opening blend of Grenache and Pinot Noir, this shows stewed strawberry, black cardamon, clove and wet slate on the nose. Flavors of deeply ripe strawberries mesh with black pepper, soy, potpourri and dried purple flowers on the juicy but tight palate."
734,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,"Light and refreshing, with hints of berries and citrus alongside some herbal elements. The bead is a little on the large side, making the mouthfeel a bit rustic, but it'll do fine at the season's big holiday gatherings."
735,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,"Made by Heidi Peterson Barrett from the Lamborn family's own grapes, this wine reflects its mountain home, densely concentrated in rich, blackberry jam and dried herb. Full bodied, it packs a punch before showing finesse and shocks of dried herb on the finish."
736,6.6,0.25,0.3,14.4,0.052000000000000005,40.0,183.0,0.998,3.02,0.5,9.1,6,"Alberto Longo is a rising star in the Puglia region and this fragrant Falanghina is a good example of his talent - especially considering that Puglia is primarily known for its reds. Aromas of exotic fruit, almond, Golden Delicious apple and pear are backed by thicker structure due to the region's sunny climate. Care has been taken to safeguard the variety's floral nuances and clean acidity."
737,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,"Floral scents of rose, acacia and a whiff of white tree fruit lead the way. On the palate, bright acidity lifts up white peach, green apple and lemon drop while a creamy mousse adds softness. It closes on a note of candied citrus zest."
738,7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8,7,"Flinty, with dense citrus rind phenolics, and great length. There are subtle traces of honey, lingering threads that suggest everything from apples to papaya."
739,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948,3.14,0.49,9.6,6,"This extremely limited selection is from the oldest section of the original estate vineyard, planted in 1972. Those old vine flavors are subtle and spicy, opening with pretty berries and breathing into subtle layers with just the right barrel touches of chocolate and espresso to smooth out the finish."
740,6.9,0.39,0.4,4.6,0.022000000000000002,5.0,19.0,0.9915,3.31,0.37,12.6,3,"Ripe and juicy, this is a delicious, red-fruit wine. Its tannic structure lies well behind the generous fruitiness. With a dense texture and good acidity, the wine will be full and rich. Drink from 2019."
741,5.8,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0,6,"While blossom and melon aromas on this Gewürztraminer are subdued, the palate is a veritable explosion of jasmine, lychee and grapefruit flavors. Silky, rich and mouth-filling, it's balanced neatly by fresh citrus acidity and a bold, phenolic finish."
742,7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61,10.2,6,"A charming young Cabernet, this is rich in blackberry, currant and anise flavors that are complex and interesting. It's a very dry wine, but the fruit is so polished, it seems almost sweet. This is delicious now, although it's pretty tannic and could develop bottle complexity over the next 6–8 years."
743,5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,0.43,9.4,5,"After picking yourself up off the floor having digested the price, the wine is excellent but not otherwordly. Sweet, dense and calm on the nose, with alluring black fruit and raisin aromas. Feels hefty and gritty, with rooty, sweet flavors of brown sugar and baked blackberry. Finishes round, big and smooth, with generally good balance. 120 cases made; drink now through 2014."
744,7.4,0.38,0.27,7.5,0.040999999999999995,24.0,160.0,0.99535,3.17,0.43,10.0,5,"From vines planted as its name suggests on granite soil, the wine is structured and dense with rich juicy black fruits. Packed with perfumed fruitiness and acidity, the wine is developing well, ready to drink from late 2017."
745,7.4,0.2,1.66,2.1,0.022000000000000002,34.0,113.0,0.99165,3.26,0.55,12.2,6,"Sprightly lime and peach aromas mix with seared orange rind and hints of white flowers on the nose of this bottling. The riper aromas tighten up on the sip, where tart green apples cut the suave nectarine-flesh flavors as white peach slowly emerges."
746,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,"Aromas of black cherry and white chocolate lead the way for flavors of raspberry, vanilla, espresso and sage. This well-constructed wine offers silky tannins and a soft pleasing finish."
747,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,"Earthy, tarry plum and berry aromas are herbal and gritty. This is a forward Syrah with juicy acidity. Flavors of plum, currant, raspberry, tomato and herbs finish fresh, with lingering acids and spicy flavors that include fennel and licorice root. Drink this spicy, elegant Syrah now through 2017."
748,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,"Smoke and earth lend a savory tone to fresh apple and lemon aromas on this dry, intensely concentrated Riesling. It's bold and weighty on the palate, but energized by a strike of lemon-lime acidity and soft white peach tones that linger on the finish."
749,7.3,0.3,0.42,7.35,0.025,51.0,175.0,0.9928,3.04,0.32,11.4,6,"A bit Crozes-Hermitage-like, to tell the truth, with peppery, floral notes accenting crisp cherry-berry fruit, and slightly drying tannins on the finish. Not a typical Pinot Noir, but a nice drink nonetheless."
750,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,"This fits the mold of Clare Valley Riesling perfectly. Struck flint notes give way to bright citrus on the nose, followed up by pineapple, cardamom and cinnamon flavors. It's dry to the point of austerity, framed by a slightly dusty texture, yet boasts mouthwatering acids on the long finish. Drink now–2025, possibly longer."
751,6.9,0.2,0.5,10.0,0.036000000000000004,78.0,167.0,0.9964,3.15,0.55,10.2,6,"This needs decanting, but after some air this Pinotage—a rarity in California—bears aromas of dark plum, cherry and leather pouch, followed by a deep root-beer note. Strong in flavor and body, the finish veers bitter before righting itself back on course."
752,6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5,9.4,6,"A good, rich, spicy Zin that shows loads of character at a great price. Full-bodied and bone dry, it bursts with blackberry, tobacco, dark chocolate and pepper flavors."
753,7.0,0.21,0.34,8.5,0.033,31.0,253.0,0.9953,3.22,0.56,10.5,6,"Rich and round, the wine boasts ripe toast and creamy pear and peach fruit. The lemon touches give point to this full wine, adding attractive freshness."
754,5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1,5,"Zippy, zesty acidity balances the ripe pear, lime and tropical fruit flavors. There are also rich streaks of buttered toast and vanilla bean from having matured in oak, as well as a yeastiness from having aged on its lees. Dry and complex, this wine is meant to be consumed with crab and buttered bread."
755,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,7,"A fuller-bodied, richer and denser style of Pinot Noir than many of the producer's other offerings, this one traffics in toasted oak and tannin before revealing dark cherry and leather. Generous, it finishes dry and with power. Cellar through 2022."
756,5.8,0.25,0.28,11.1,0.055999999999999994,45.0,175.0,0.99755,3.42,0.43,9.5,5,"Delicate aromas suggest red berry, green tomato and a hint of rosemary. The palate offers red cherry, toast and rhubarb alongside firm, rather drying tannins."
757,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,"Hints of overripe peach and mealy apple indicate a rich, ripe style of rosé, but are immediately followed by accents of green melon, plum and menthol, adding balance and tension. Medium weight, with ample acidity that keeps the ripe fruit flavors balanced and refreshing through the finish."
758,7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,A hint of smoked nut from nose to finish lends a savory tone to this easygoing off-dry Riesling. Straightforward flavors of pressed apple and pear are sunny and bright. The finish is crisp and refreshing. Drink now.
759,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,7,"The aromas impress with red and black cherries, accented by mint, game and barrel spices along with a vanilla top note. The flavors are supple, layered and tightly coiled, showing poise, depth and polish."
760,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,"Celebrating the founding in 1875 of Antonin Rodet, this ripe, perfumed wine has red fruits that are opulent, gloriously drinkable already. It's ripe, softly textured, layered with delicate acidity."
761,7.0,0.2,0.38,8.1,0.05,42.0,173.0,0.99585,3.3,0.54,9.8,6,"This barrel-fermented blend—split equally between the two varieties—displays notes of marzipan, melon, tropical fruit and biscuit. It's medium-plus bodied, with a lingering finish."
762,6.8,0.24,0.49,19.3,0.057,55.0,247.0,1.00055,3.0,0.56,8.7,5,"It's almost absurd how good this $9 Tempranillo is. Full, clean, deep aromas of black fruits and licorice feed into an energetic yet generous palate with moderate richness. Flavors of black cherry, blackberry and pepper finish spicy but not pushy. What a deal!"
763,5.0,0.44,0.04,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,6,"This sparkling wine from Touriga Nacional grapes is dry, not just with acidity but also its firm tannic structure. An acquired taste, perhaps, but great with fresh sardines or other oily fish. Drink now."
764,6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,6,"Light in color, this 100% varietal wine was macerated with 50% stems and 50% whole berries before being aged in 500L neutral French-oak puncheons. It's perfumed with dark raspberries, cherry Jolly Ranchers, herbs, lavender, potpourri and mineral. The outrageously supple yet rich, supremely elegant mouthfeel dazzles."
765,7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,6,"Plum, spice and cedar lead this spicy red. The wine offers bright but balanced flavors of red and black cherry, cedar and warming spice. The finish has a clean, mineral edge. Pair this with strong cheeses and dried meats."
766,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,5,"Aromas of toast, scorched earth, leather, dried herb and a balsamic note emerge on this solid, brawny red. The warm, chewy palate delivers raspberry compote, chopped mint, dried sage, coffee and licorice framed in close-grained, drying tannins. You'll also notice the wallop of evident alcohol. It shows the heat of the vintage so drink sooner rather than later."
767,6.8,0.2,0.36,1.6,0.027999999999999997,7.0,46.0,0.99175,3.21,0.6,10.9,6,"This warm wine brings out the roundness and open accessibility of warm-climate Chardonnay. With yellow fruits and clean acidity, it is attractively ready to drink."
768,6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,"Tantalizing aromas of toast, yeast, raspberry and freshly sliced green apple give way to fresh and tart lemony flavors. It brings a real sense of freshness and vibrancy that runs from head to tail, with smoky notes on the finish."
769,6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,"This is a very sweet, perfumed wine, showing spice and lychee notes, touched by honey. Not for aging."
770,6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,7,"This winery has been working for years with Barbera, but it's a tough grape to perfect in California. This shows the variety's rustic side, with briary flavors of wild berries and thick tannins. It's also sweet on the finish, like a simple Port."
771,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,7,"This wine strikes a balance between crispness and fullness as it offers tart green apple aromas, richer, riper apple and Bosc pear flavors and a texture that's more rounded than sharp."
772,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,"Plum, blackberry and earthy mushroom aromas lead here, followed by soft, balanced flavors of violet, plum and tobacco. Mellow and soulful, this wine will pair well with almost any meat-based dish."
773,6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,5,"A clean, everyday Zinfandel, this shows the varietal's full body, tannins and spiciness. The flavors are of raspberries, cherries, cola, olives and pepper."
774,9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,9,"This wine certainly packs in the flavor. It has lots of jammy, grapy aromas, and flavors that drip boysenberry and blackberry, followed by baking-spice accents. It has a full body, an almost thick texture and mild acidity and tannins."
775,6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6,"Henschke is best known for its red wines, but the 2005 Louis Sémillon shows they know a thing or two about whites as well. It combines some toasty, smoky characters with herbal notes on the nose, then develops flavors of wax, spice and citrus, lingering elegantly on the finish. Tasty now, but might develop even more interesting complexities with additional age."
776,8.3,0.14,0.45,1.5,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,6,"Underripe fruit seems more sour than anything. Some bitter, stemmy flavors creep into the finish."
777,7.2,0.23,0.19,13.7,0.052000000000000005,47.0,197.0,0.99865,3.12,0.53,9.0,5,"This linear white presents varietal aromas of tropical fruit, cut grass and crushed tomato vine. The bright, juicy palate offers green melon and white peach alongside zesty acidity that gives it a clean finish."
778,6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,"De Loach has been showing a fine appreciation of dryness, acidity and minerality in its recent Chardonnays, and this single-vineyard bottling is another example of what makes these wines so drinkably good. It's rich in pears, pineapples and green apples, but that zesty stoniness lifts it into true complexity."
779,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,"Merlot remains a solid strength at Dumas Station, thanks to the Minnick Hills and Birch Creek Vineyard fruit. Half the barrels were new, an equal percentage of French and American oak, lending a strong bourbon aroma, along with tobacco and vanilla components. The fruit remains a bit constrained, with black fruits leading into a core of cassis. Give this one a good decanting."
780,6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,4,"Fresh and enticing aromas of blackberry, raspberry, cedar and green olive are abundant in this Bordeaux-style blend. The palate is bursting with jammy berries, molasses, cedar and vanilla. The tannins are supple but smooth and are a matched well for the rich body. The finish is long and full of depth."
781,7.8,0.29,0.22,9.5,0.055999999999999994,44.0,213.0,0.99715,3.08,0.61,9.3,6,Luscious peach and mango flavors with a hint of fresh green peas mark this wine. It has enough acidity to balance the ripeness.
